danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.691,0.514,-10.962,0.0337,0.0535,0.736,0.111,0.394,116.004,3ZGHAc7tq5CQzfK7HsobCa,468114
0.37,0.0772,-19.322,0.0414,0.642,0.69,0.112,0.0954,119.942,010ALbbh5KlQ4fKWgSdhRd,287893
0.298,0.148,-26.245,0.0438,0.868,0.843,0.11,0.0603,108.658,7aS8e5XKVWDcbyn06mF9fz,148547
0.947,0.419,-13.043,0.0578,0.778,0.914,0.121,0.362,113.236,1DK2JuYarBeNwcLNPw1Qyo,289841
0.381,0.193,-16.718,0.0348,0.913,0.0734,0.136,0.46,102.291,2Zil3WE87dHNuxKTtPBEEX,221600
0.671,0.303,-10.873,0.0659,0.217,0.000217,0.109,0.306,72.025,1F2VIrr9oh7MwkI3NyLtHJ,235293
0.717,0.462,-9.802,0.033,0.567,0.29,0.11,0.357,118.286,7hdyHn4gvcSGlb6Enm0au2,235072
0.542,0.65,-9.875,0.0402,0.0264,0.767,0.0922,0.19,80.053,4OqVPz3iMH7s0biR6RjLOX,363076
0.714,0.528,-10.223,0.0365,0.345,0.851,0.109,0.721,151.499,6QLp8WLQlkqSd9l5fEt36R,227867
0.181,0.245,-12.333,0.0389,0.779,0.899,0.0681,0.0366,109.007,4YEKwC3ipNg9LdR02OL8h2,287521
0.748,0.207,-10.329,0.317,0.552,0.0,0.174,0.562,76.949,09BuyKc8fA1eK8MMhxKiUV,188240
0.717,0.856,-6.238,0.0861,0.304,0.00222,0.0771,0.604,110.884,6jAyxL48SmPElMhu2dl0cg,248733
0.551,0.271,-11.694,0.0268,0.651,0.45,0.0915,0.285,144.129,5KmMMmc1pXL5lL4HlR9Srz,195893
0.7,0.524,-9.698,0.0279,0.471,0.000432,0.105,0.306,104.962,0Tv87XpumNYR9lVRqglDMh,203227
0.184,0.423,-9.335,0.0399,0.496,0.901,0.201,0.0954,137.74,55gISxV37mffOW2DbSskT3,406573
0.578,0.423,-12.154,0.0499,0.14,0.949,0.108,0.262,101.607,3Z3wyUUPcKyw4nJkW2PqBA,236591
0.293,0.276,-11.357,0.0349,0.224,0.122,0.167,0.195,121.603,0z1o5L7HJx562xZSATcIpY,267187
0.453,0.615,-6.631,0.0292,7.47e-05,0.245,0.0799,0.0382,130.02,11wlDEdE6fV0YuRXSXMAnE,345742
0.781,0.662,-8.301,0.0279,0.233,0.0137,0.214,0.663,106.982,2GXIN2ZOwvPBvAQHKwkhhO,208938
0.717,0.571,-8.473,0.0298,0.537,0.386,0.101,0.549,119.989,1nvBoPz0o0Y5WYT5aaoSKZ,336868
0.348,0.263,-8.531,0.0516,0.835,0.654,0.129,0.12,74.517,5UVBumEwdUnzvqxrXOYLFA,236000
0.544,0.759,-4.839,0.121,0.257,6.53e-05,0.35,0.303,150.032,5DCaAsjQRLYvvdFUzaYnAz,184320
0.711,0.765,-4.85,0.263,0.297,0.0,0.282,0.47,98.627,1LpjlPR8Gv52B04UQNLZAw,150587
0.604,0.587,-9.416,0.0438,0.00156,0.899,0.314,0.0388,84.989,3K7ecgy6yxPLmdF7OxSlIG,272898
0.436,0.244,-19.096,0.0339,0.87,0.000371,0.102,0.359,145.42,5kZD0TTSYAgRzciBtKCmgT,247013
0.572,0.162,-20.962,0.0409,0.434,0.0,0.208,0.262,73.099,0UVXrz4r0aM93PIMESW1dm,342787
0.594,0.565,-10.249,0.175,0.245,0.0,0.123,0.755,136.507,4tSTpnw8UYNlroCEo774tm,169067
0.56,0.547,-8.863,0.0381,0.473,0.0,0.153,0.229,72.721,5WzQD9p24t4cSDJp1bxKht,221893
0.727,0.604,-4.556,0.0362,0.0861,0.898,0.1,0.859,85.013,1isfSipZWMJVSp0Zaj7Vua,169483
0.525,0.169,-15.722,0.0328,0.925,0.34,0.125,0.445,115.322,3WO7mcGfosE6fHqokQ5FYQ,165280
0.71,0.578,-8.619,0.0354,0.0546,0.724,0.112,0.17,125.117,5jlE6FxpzcQNLjUNdqov2C,227707
0.664,0.307,-10.14,0.0325,0.869,0.458,0.107,0.193,128.029,1YrlYk4iWEFmn2KQfYNOEz,148187
0.855,0.538,-8.304,0.0694,0.175,0.0519,0.115,0.737,119.983,6ssPcgoSVWIKeCvt5COgZx,209935
0.595,0.279,-12.794,0.0306,0.838,0.00605,0.0841,0.212,92.345,5GWCndQ8ykzf6rYRvwrFcj,176080
0.787,0.638,-12.127,0.0673,0.332,1.18e-05,0.181,0.4,107.488,05JZ5FjuflMEY9uq5ogBYF,229068
0.783,0.503,-9.119,0.0656,0.0482,0.00102,0.116,0.435,120.053,0nb8EZAhGSMM66lrhLIsml,226440
0.505,0.67,-6.93,0.0488,0.000472,0.00366,0.122,0.825,158.034,58oT9wQPpFfQnq5hGBppbE,238000
0.663,0.475,-8.834,0.0417,0.643,0.0,0.122,0.644,143.175,4fXGWiVhlOLdhwRDP6pIFG,191027
0.626,0.636,-8.013,0.0391,0.104,0.00775,0.114,0.62,141.989,3EtRg2945l9QINP4g9S6Vq,251153
0.117,0.263,-12.726,0.0405,0.339,0.828,0.0777,0.0365,95.383,1IKnkAtTKion90wF8yxSgS,242080
0.736,0.759,-7.066,0.0347,0.0573,0.207,0.0778,0.485,128.041,1vQ92830bxiBcIhpUj4qrn,170059
0.597,0.685,-6.371,0.0367,0.0245,0.000335,0.182,0.369,122.002,06Hdbxh6NCy6TIhjdXTchB,209208
0.764,0.671,-7.571,0.0524,0.0247,0.297,0.0501,0.543,123.01,5z2rVQwOTpIwgqiNHCm3AK,273650
0.815,0.754,-7.854,0.0501,0.0248,0.844,0.0814,0.173,120.004,4iGRP0d9xnge7uENpGsqV8,326500
0.598,0.67,-9.205,0.095,0.383,0.805,0.0781,0.189,104.964,5VWVVSABdgccboSdrKGiZH,382813
0.705,0.755,-4.455,0.0414,0.0345,0.265,0.0988,0.211,100.004,5vyxusL9XBKbrxcplCVxGB,235200
0.728,0.589,-9.17,0.0534,0.136,0.000917,0.109,0.227,127.998,1E2p0ohILQi3OjkS3zXIxw,204375
0.772,0.547,-6.244,0.286,0.0321,0.00485,0.258,0.322,139.976,5antpYCYHhmqud6nMbnQdl,251905
0.687,0.665,-8.81,0.0367,0.00132,0.249,0.0828,0.248,125.004,2Sqr0ojm4txA7mqJOrDcLY,272569
0.66,0.757,-3.714,0.115,0.24,2.92e-06,0.0272,0.38,127.994,4snpob3sQRnwYkLxxwkYYF,225000
0.649,0.792,-3.505,0.043,0.00364,2.87e-05,0.104,0.235,128.032,2Kl1E3NdbzT7vVi93TffoX,352969
0.608,0.859,-3.894,0.148,0.0142,2.01e-06,0.132,0.398,167.957,6DQCvGvS5P1OiGlyxnKizI,190116
0.68,0.533,-10.572,0.0391,0.161,0.753,0.319,0.412,99.946,4c9FIjxXYYEyD9iH02fvbu,404080
0.718,0.703,-7.16,0.0382,0.108,0.817,0.208,0.849,87.974,3qkFIjYRInFasy2jeDZPgm,226533
0.527,0.647,-8.158,0.0408,0.183,0.824,0.11,0.182,82.499,4VO2TKzXX6wEcl6FWKbPLX,277734
0.62,0.463,-9.234,0.0296,0.536,0.942,0.101,0.154,120.014,0crFdyWtW7HQlaosVawaB7,270500
0.447,0.681,-7.408,0.0873,0.00721,0.943,0.103,0.103,127.996,3vM0aZgcMkMwPrje3s632h,268125
0.587,0.841,-4.598,0.0341,0.0172,1.36e-05,0.203,0.45,145.993,6WbQIQ1ZANYFvYte9nqQ3x,207080
0.595,0.788,-10.128,0.363,0.195,0.202,0.153,0.414,97.012,7sqii6BhIDpJChYpU3WjwS,230307
0.601,0.88,-6.203,0.0297,0.00754,0.761,0.0547,0.146,131.98,2JxRcGar4WmMciLWREfP2c,256818
0.554,0.304,-12.219,0.0291,0.83,0.648,0.157,0.088,130.214,0hIQ3EywhC5qrZARsIcXW7,302779
0.49,0.72,-3.797,0.0351,0.0691,0.0,0.121,0.428,125.993,4wWe3qI7pyxkNVVA3XTYoN,265660
0.609,0.549,-5.383,0.0254,0.0154,0.923,0.182,0.187,88.016,4rsi6CLA2rzw0zsin2aVob,223636
0.645,0.595,-6.999,0.0647,0.151,0.000127,0.359,0.426,139.997,4gWvy90PdAXgY39Z7S8zSe,173214
0.554,0.763,-4.402,0.0363,0.0266,0.15,0.0996,0.426,172.036,6F2JQL8ik5Df4ovnlBvyb5,318703
0.599,0.614,-6.573,0.0517,0.00203,1.56e-06,0.117,0.122,128.044,5brMyscUnQg14hMriS91ks,229947
0.437,0.919,-3.354,0.0471,0.000562,8.45e-06,0.135,0.167,175.005,6PTwoCCzthLLmeRvNqEa5Q,189011
0.459,0.796,-5.226,0.132,0.0761,0.00908,0.0633,0.218,139.913,6ce17pZwsMcYNab5IaC5MQ,189973
0.623,0.59,-4.47,0.031,0.681,0.0,0.0601,0.226,128.075,464aQpCDwedVA34R0kHRC9,194678
0.406,0.706,-6.971,0.038,0.00519,0.151,0.58,0.233,142.02,6eMiOdFbKrRRCfLgFCVXfW,219742
0.546,0.839,-4.762,0.0318,0.0117,0.0266,0.139,0.439,96.994,70n1Y2kPW1cmmzf6NB7q2c,225000
0.718,0.66,-8.237,0.116,0.188,0.0242,0.0835,0.19,119.984,2qUkdRPbMvGL9oMEfSjJ2E,374910
0.61,0.639,-6.091,0.0331,0.00127,0.00326,0.108,0.0888,120.07,4DshFHL2nd75IOPUGrhF9L,228250
0.607,0.907,-7.624,0.034,0.059,0.901,0.0983,0.81,125.985,3XM9Bjxgdz826Xw0TsCW5E,192381
0.716,0.797,-6.835,0.0464,0.442,0.00111,0.253,0.55,111.057,4D75bbLCyaX8X0QcR4XDa1,199313
0.243,0.539,-9.64,0.0428,0.672,3.65e-06,0.294,0.217,96.764,6mSzYWvicve9JYLFv0JFIf,319280
0.564,0.639,-6.828,0.038,0.0127,0.0,0.133,0.0624,126.062,4v1CvZazmdpxQLEt3sCeKH,230667
0.719,0.449,-6.377,0.0415,0.668,0.0,0.15,0.497,127.981,2TcQjAfbuvdzcQTlSsuQ2v,216347
0.567,0.593,-7.127,0.0375,0.000848,2.09e-06,0.114,0.0398,91.703,4z8Ll8nU1jMqB8HvKTyLP1,224874
0.588,0.702,-4.271,0.0496,0.104,0.0,0.089,0.429,124.909,0IKK48xF4eEdfofyaeKWWO,203686
0.672,0.578,-6.621,0.0569,0.469,0.0,0.312,0.548,113.945,1SN1vSPsr4V4tIUTR3s8YW,212424
0.352,0.306,-7.872,0.0343,0.0721,0.494,0.122,0.0861,122.014,49xgzcmtmEnsEDWSOMYWoD,363573
0.418,0.249,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803,6FLwmdmW77N1Pxb1aWsZmO,218547
0.794,0.476,-4.337,0.0558,0.354,0.00307,0.332,0.471,129.827,0Njuk9ivU3IwFfx9sxuwuh,179658
0.144,0.164,-19.5,0.0428,0.933,0.93,0.105,0.0329,71.914,0y1Bay4UAdzWvpDJinzGz1,163733
0.517,0.613,-6.236,0.047,0.537,0.0,0.0746,0.134,140.064,516EWTndAHaYX8KKi8jTgZ,200143
0.123,0.494,-9.123,0.0339,0.146,0.0164,0.109,0.0742,68.703,0m6pHsgfp0w35w1mEOVepJ,261307
0.139,0.22,-19.974,0.0324,0.856,0.831,0.17,0.0789,71.432,6kkwzB6hXLIONkEk9JciA6,480107
0.497,0.349,-14.0,0.0297,0.0929,0.028,0.259,0.421,113.762,3V07f70cRjUDg4KqDzHhFg,365627
0.234,0.51,-13.398,0.0498,0.657,0.293,0.545,0.191,100.67,1bqmaIBGwlo4MtrAxjRDHB,431867
0.498,0.276,-9.702,0.0282,0.844,0.00184,0.0781,0.0605,128.11,68KAkKRCJ4tQUjs4K3M2Cz,238440
0.438,0.622,-8.214,0.0316,0.000898,0.0702,0.104,0.061,140.025,2qlo9lm8HSqy7T2dxiOZY6,258800
0.462,0.339,-14.301,0.0418,0.813,0.808,0.108,0.0395,115.015,6oVhL0lLUMswqSV3VcKwJO,272014
0.499,0.715,-6.827,0.044,0.118,0.00081,0.0592,0.239,99.968,3lDLtwKsCePiMmQxTuDJsk,166789
0.322,0.193,-11.269,0.0449,0.685,0.000232,0.143,0.273,59.999,17X7ujzzldxWUb5vLEJclE,170365
0.532,0.874,-5.183,0.0482,0.00842,0.012,0.452,0.361,91.038,0U0ldCRmgCqhVvD6ksG63j,258413
0.571,0.646,-8.668,0.0407,0.179,0.000444,0.112,0.211,127.97,3oMl4dLrfAFX8Hlpx1EwcM,230625
0.444,0.626,-7.114,0.0333,0.0456,0.00269,0.193,0.315,78.995,2A3DVJ352c4KIW0CDltyoo,226680
0.514,0.662,-4.334,0.0426,0.273,4.85e-05,0.0761,0.425,142.896,3pZcPE0ugJCI6zu5scIjp5,211140
0.402,0.426,-9.554,0.0255,0.00436,0.0597,0.0857,0.0798,82.054,0zsDAdng7q4y8vAXXEDuED,429251
0.37,0.928,-4.859,0.115,0.000941,0.346,0.145,0.0965,149.714,2z5lSCbzVRMrBpc8jJFSAZ,255713
0.172,0.477,-8.997,0.0343,0.0319,0.677,0.13,0.156,143.825,21CRmxvJIMqPrMAgdSOE95,233020
0.535,0.94,-5.426,0.0366,0.000139,0.000118,0.0906,0.171,97.498,2eNUL3p4kzslYr1408h6tB,295543
0.436,0.524,-7.754,0.038,0.00947,0.901,0.114,0.0365,128.02,4kJWtxDDNb9oAk3h7sX3N4,634151
0.55,0.689,-7.76,0.094,0.0498,0.0,0.207,0.408,99.904,6DsFZITJMPnh8z5XewfVmL,224487
0.633,0.599,-7.062,0.0576,0.27,0.00671,0.128,0.274,140.072,6Jb3dtc7aHeh6z4u2KUt0H,212102
0.321,0.909,-4.159,0.0697,0.0117,0.0987,0.107,0.039,100.567,1isSMDfLOEX8srnP6cDans,207743
0.829,0.503,-12.576,0.0877,0.297,0.49,0.12,0.661,123.151,4tvQF31EUjOktx6hKSJsVg,237841
0.655,0.708,-7.986,0.0323,0.171,0.121,0.154,0.287,126.039,5a7WVLyhu3UxGguXd452Sk,235130
0.867,0.707,-8.286,0.0434,0.0293,0.621,0.0803,0.247,114.949,6AzWglL79qHCBNEz4aHVmT,375652
0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034,5masKPHeAOVNgxdLebIcK7,223187
0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,1I8tHoNBFTuoJAlh4hfVVE,271640
0.448,0.725,-5.259,0.0454,0.0316,1.25e-06,0.426,0.231,151.962,5Kr01FtRG1qf7nHJJoGAX9,359500
0.546,0.763,-4.744,0.0556,0.141,0.00042,0.123,0.114,139.722,0Ejt0rQcgUPKYFhNwm1SAK,219429
0.694,0.739,-2.078,0.0742,0.517,0.00102,0.128,0.563,119.965,6vBYLDvY6vMzHMknz56Ls3,211130
0.758,0.51,-10.645,0.0393,0.165,0.0755,0.272,0.27,102.992,6eWsgrQLZhLqy5VfGB9iFs,196311
0.703,0.603,-8.687,0.161,0.413,0.00133,0.141,0.308,112.016,7dHqpgKhgRoTYo8HotjFwr,281133
0.725,0.877,-5.66,0.0466,0.0198,0.0,0.349,0.192,104.989,1N9sI2CveDKdJLBtSTnP3s,208067
0.805,0.858,-3.067,0.105,0.194,7.89e-06,0.256,0.523,97.033,6HTJZ0TQJVMSKkUGzAOe2h,321649
0.71,0.688,-7.388,0.0416,0.231,0.000688,0.0784,0.646,115.971,5tGR9wI92A5jAJ41XT98aJ,339733
0.772,0.533,-9.637,0.0388,0.749,0.892,0.0886,0.475,121.985,0jVjBo2LkUy50FYODALvrA,240000
0.816,0.61,-7.63,0.0503,0.000121,0.674,0.06,0.712,120.003,4jpbDGZz6euo0xDcLlJUDZ,262000
0.518,0.689,-3.526,0.0356,0.173,0.0,0.149,0.412,128.067,1PQ8ywTy9V2iVZWJ7Gyxxb,208125
0.577,0.724,-4.657,0.0671,0.0229,0.0,0.0927,0.397,127.948,0cJ4aP0NxGB7QEZeOfdZC1,194468
0.205,0.454,-10.062,0.0376,0.883,0.045,0.121,0.0374,83.677,4EBqxBv4U2qro1UoBXtGhG,270000
0.393,0.695,-6.887,0.0444,0.00446,0.00219,0.0986,0.061,143.913,6o475bolVDoECc4O5rKrqE,211667
0.643,0.87,-5.035,0.0567,0.00896,3.66e-05,0.0584,0.193,124.961,6RXdg3NwyLU5pHUwkZq6VA,195333
0.433,0.648,-8.586,0.0461,0.289,0.00022,0.0895,0.139,124.885,0HZaeOz0ow0qvGiZuRgBkp,225958
0.495,0.293,-14.491,0.0433,0.0449,0.154,0.36,0.0572,119.877,4kSdxhFY3Y9Cwzl8T2jzGU,304010
0.581,0.692,-6.542,0.11,0.176,0.000655,0.53,0.0875,128.073,6Cz4U4IA4JfxQnlUu4qpeo,193135
0.361,0.736,-4.318,0.0376,0.000484,0.153,0.481,0.117,140.015,6xpuhGiLFVuoQRv03HWLu4,292904
0.553,0.857,-5.901,0.265,0.372,0.000314,0.0727,0.318,159.997,0adZjn5WV3b0BcZbvSi0y9,285000
0.397,0.734,-6.677,0.062,0.129,0.234,0.174,0.264,75.058,03OeNAtCG0dOi8BnY7LBOs,218625
0.427,0.722,-8.012,0.0413,0.0177,0.000141,0.121,0.213,139.931,4eZETlLHwlC0vpww2avzLv,376242
0.283,0.277,-12.111,0.0352,0.242,0.0344,0.0947,0.0389,143.965,2SDBjXFOj9ZK1pqTH9iwXb,351667
0.676,0.569,-6.883,0.0541,0.271,0.000319,0.122,0.126,93.978,1q9DJL0h86xmStfhBBY73x,372766
0.323,0.558,-5.292,0.337,0.459,2.81e-06,0.676,0.199,73.552,5HjBpej4uHPAX8sMeUFJms,270511
0.383,0.762,-7.124,0.0361,0.000227,0.371,0.88,0.0889,75.019,5CuuByLow8aJitcsU4Btuv,270387
0.596,0.901,-5.189,0.063,0.106,0.0282,0.278,0.0637,103.96,5GVrirxZrGFxic9oFjqtiV,196850
0.671,0.616,-5.906,0.0483,0.101,0.00639,0.0966,0.327,135.054,4rIAqwhHGfWChQvQGYwEfR,200000
0.362,0.79,-2.761,0.066,0.0744,0.000181,0.101,0.208,179.943,5WggjuxMubr94bo33Aan4K,253333
0.376,0.723,-2.951,0.046,0.178,0.0,0.0815,0.167,84.146,6vWk151OrbHfKe4D6Z6tdV,242012
0.412,0.717,-4.293,0.0363,0.158,0.000403,0.089,0.336,140.103,4d42YQbGZxwYq7YZiCkTDb,305571
0.443,0.727,-5.171,0.0984,0.0987,9.35e-06,0.118,0.424,74.827,5GmhrrcziQz36B3R4AyJYE,210884
0.439,0.749,-4.079,0.0453,0.0691,0.0,0.027,0.249,135.027,5A1sDpspNCT3Jbpzm2dxzG,259556
0.449,0.628,-7.771,0.0332,0.00175,0.867,0.117,0.0604,126.009,50MSASdeokHjYcTZEdVcsy,352296
0.588,0.735,-5.817,0.0405,0.0129,0.000648,0.45,0.277,148.11,2Mt3ogFqjlysnocVBHdF2a,160418
0.498,0.598,-6.638,0.0377,0.00786,0.0,0.111,0.0573,140.078,1FpVJ7HpZInE2GvhVE2TwT,235000
0.557,0.864,-5.925,0.0933,0.00144,0.00678,0.111,0.378,144.987,0QD2NQd8CKPUXpTNzrBUa7,206897
0.516,0.758,-4.018,0.0562,0.00138,8.3e-05,0.647,0.265,128.069,4claeSrjiPe7GAFgzyy2gY,219380
0.624,0.804,-3.365,0.192,0.0707,0.383,0.0931,0.183,121.999,0qCPWAaV7cja7E6OdID8Qf,291148
0.429,0.525,-4.399,0.0382,0.458,6.35e-05,0.124,0.228,133.897,4ZAerT2NicBmzZ4VkpmWEn,205970
0.597,0.736,-7.793,0.0309,0.00296,0.921,0.0914,0.172,128.179,1V0Zy7533bjXFSVtn3crzY,258440
0.518,0.584,-7.951,0.032,0.0134,0.0215,0.0964,0.182,139.936,4ChBLndekjzQveHPsn3r6W,363433
0.537,0.596,-8.481,0.0343,0.276,0.77,0.358,0.109,140.026,6eRPYyh1EPRqDhgb3Nardw,375433
0.541,0.586,-10.596,0.0283,0.184,0.681,0.128,0.198,138.014,5VQdYgOMD5DunteeIWztZs,356091
0.652,0.581,-8.511,0.0353,0.337,0.000101,0.0857,0.456,139.982,4FXj4ZKMO2dSkqiAhV7L8t,228004
0.536,0.712,-9.282,0.0351,0.0649,0.914,0.0838,0.662,155.966,14JJgiD5VDRpMOuTm9AE5J,206162
0.603,0.818,-4.721,0.042,0.314,0.0,0.0861,0.574,149.952,3HmUbAega9BEplbCS75RUh,209600
0.294,0.697,-6.029,0.128,0.0398,0.00011,0.136,0.183,160.566,6oNZ0WxqptE7V0qpjtyJ4a,232937
0.398,0.571,-6.354,0.0397,0.493,0.0,0.106,0.556,152.909,1ohiFaY4aPTHpjXusIoUTz,188361
0.464,0.767,-5.237,0.126,0.0192,4.85e-06,0.389,0.112,99.941,2RFIi9VvFES5EwHmdb6Xnz,240000
0.459,0.663,-5.939,0.1,0.0169,0.0,0.0621,0.412,176.791,69Sy7207dnixZ6w7RSV9Kb,192881
0.807,0.414,-8.903,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,7iAqvWLgZzXvH38lA06QZg,223080
0.286,0.635,-9.833,0.0393,0.0143,8.04e-05,0.271,0.255,139.996,54yRsjCRv2RCNKxTcMH7DJ,193137
0.529,0.692,-5.988,0.0363,0.0187,1.71e-05,0.127,0.29,139.96,1pgyHZNpzYB4aRUdD0dQgI,240307
0.551,0.722,-5.338,0.0446,0.0038,0.00115,0.0887,0.43,113.934,01jvihEe0ksag2uudul1gs,178947
0.242,0.746,-4.496,0.0361,0.00635,0.00397,0.107,0.128,127.997,1c4ZG57TMGxsohvNukHwrO,234255
0.332,0.635,-5.653,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,6KI1ZpZWYAJLvmVhCJz65G,201493
0.403,0.551,-5.615,0.0611,0.00399,1.24e-05,0.528,0.315,75.704,4XuK9jJP3mpYBq5qf68vfF,173161
0.425,0.851,-3.488,0.0444,0.214,4.09e-06,0.115,0.167,125.986,3m9uIsMafz5FEEpVF8vVgv,242520
0.426,0.934,-4.063,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,4EyPadLFhtWojU7mkT5hqT,262013
0.517,0.961,-5.314,0.143,0.00033,0.321,0.698,0.159,104.747,2gUrjc9fWHZytKm6FtBY7E,225027
0.445,0.966,-5.572,0.0897,7.3e-06,0.866,0.307,0.246,92.413,4R3jnxlZwFrIMq2YYoFJFi,298693
0.45,0.993,-4.994,0.139,2.79e-06,0.579,0.156,0.118,119.865,0cEZ1p68dXFoN5diP3aEEV,215249
0.48,0.908,-5.466,0.0452,5.45e-06,0.856,0.0932,0.313,95.084,0dHogHUS4xgLOoFBt0ko1j,220707
0.418,0.835,-4.824,0.0449,2.33e-06,0.766,0.289,0.549,104.986,0JBQnLKfLXmlkquabLtAgd,294867
0.58,0.916,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004,5anCkDvJ17aznvK5TED5uo,305907
0.214,0.931,-3.347,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,5pKCDm2fw4k6D6C5Rk646C,348387
0.291,0.974,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724,6wqJeItl3Vc3az4ZicSQAB,278600
0.459,0.882,-5.387,0.0328,0.0132,0.889,0.197,0.433,149.988,1LfVhT1nbNlVk1do7ZB9SK,170028
0.736,0.873,-4.902,0.0718,0.0381,0.00194,0.109,0.518,127.979,0LP6AkJFSdnsCqt0d8nzHA,198750
0.745,0.847,-4.153,0.0739,0.043,0.0,0.473,0.463,110.001,6FgkUwT9PSsKBP58mIKw4N,304158
0.511,0.885,-3.259,0.287,0.00479,0.0645,0.115,0.343,170.002,6HCmuewveUWxu30HSCsWk5,320394
0.479,0.896,-4.786,0.12,0.0094,0.234,0.125,0.165,170.04,5awDNL0otyBZIpgjGnO49w,267353
0.416,0.842,-2.95,0.105,0.00148,7.5e-06,0.474,0.313,169.911,2JJThD24ArLhwOSIenjPB4,265412
0.399,0.85,-3.464,0.0667,0.0616,0.0586,0.201,0.14,170.173,2itwbiuBqqKSAtH0EOudlQ,225882
0.514,0.967,-3.145,0.0827,0.0132,0.23,0.729,0.303,150.004,3rNQTebDCvEdWxIYYaJ5R8,294400
0.46,0.85,-5.51,0.0385,0.00964,0.192,0.0821,0.275,149.966,1WUZGh7CNrXPCxvJMNvymX,275204
0.318,0.832,-3.678,0.0581,0.023,0.574,0.335,0.109,135.007,0RZoyQm39PKECO8XyDcou1,214000
0.319,0.657,-6.124,0.0477,0.0242,0.0758,0.157,0.0814,90.009,11uvudmvZBzG2ztQsOB5sF,228340
0.545,0.977,-5.033,0.106,3.12e-05,4.38e-06,0.0704,0.172,120.018,2t1G0rDxUY9zjML3f5mObb,229816
0.576,0.981,-5.659,0.0969,0.000234,0.00301,0.126,0.265,115.015,4Io0qzQ3z8HjWMoF07rHLG,213774
0.369,0.397,-13.904,0.0398,0.424,0.625,0.302,0.0723,124.805,01pGPwb1OkC5JflWmcqeYQ,390373
0.131,0.741,-12.781,0.307,0.307,0.0997,0.308,0.128,65.004,0hjczqsEDgNhPTd8JLUlbq,251653
0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91,6jBUP2KCe821yqf1hiBqPR,250453
0.537,0.611,-6.427,0.0304,0.229,0.0,0.146,0.161,105.955,2TUzU4IkfH8kcvY2MUlsd2,229303
0.644,0.62,-4.621,0.0429,0.144,0.00131,0.119,0.408,131.993,3Qe7pIp5tUatITYrwYXF8L,231680
0.792,0.794,-3.8,0.0483,0.0797,0.0,0.259,0.687,113.015,2owwB8dLFvH7Ezr3IIcKec,199250
0.687,0.914,-5.02,0.0437,0.166,0.0,0.0858,0.675,126.001,1L4d2lafz1odpIMe8va21X,256360
0.824,0.95,-4.163,0.0308,0.00974,0.000118,0.199,0.97,128.031,5YmdSZOeb1CZW1AbP6c9EG,225040
0.426,0.475,-8.071,0.028,0.677,6.88e-06,0.138,0.103,111.992,5LkINSTL7AXb0Xjq5vzgMm,234707
0.686,0.81,-5.595,0.045,0.0596,8.28e-05,0.113,0.656,133.975,2D8os5azCxgHSwcBMlDLgR,182000
0.39,0.504,-8.331,0.0362,0.0557,0.0027,0.112,0.13,125.059,2CRxpfTxTwrB4BzgNHwneN,242000
0.422,0.51,-8.085,0.0283,0.228,0.000122,0.193,0.154,155.932,6T1Cfmoxa3VAMwk0Ra3vRk,223187
0.267,0.614,-6.647,0.0432,0.0405,1.16e-05,0.0988,0.261,120.995,3Pcev2rSo7obghQkBzYWNv,197649
0.851,0.651,-11.515,0.0601,0.109,1.2e-05,0.124,0.942,115.992,06DSI8L6IT8SizCw3JLckz,279360
0.711,0.298,-21.713,0.0872,0.386,0.624,0.173,0.217,172.453,348kpkfbJUZn7GBpOEvPh4,367493
0.629,0.621,-7.313,0.0286,0.468,0.000192,0.131,0.591,114.992,0MuXZVMXHl01DBU5DdO3EP,227520
0.68,0.542,-12.197,0.0984,0.697,0.212,0.0802,0.368,163.984,7cuEYWyVItPnknNKyvhVRL,406000
0.694,0.512,-13.667,0.0337,0.712,0.591,0.355,0.734,102.034,60rRQVYkqETHYEUtF5obDF,248133
0.663,0.58,-11.429,0.0337,0.0179,0.152,0.11,0.436,91.702,3sQUivm4YF9IGyywErkvbM,258707
0.459,0.408,-14.289,0.195,0.186,0.725,0.0989,0.676,78.216,1dg9OwiChqc10K9YRxealT,550209
0.759,0.654,-6.951,0.134,0.332,0.00256,0.1,0.934,106.029,7kG6NgkFkzDaQrEEeiNrFj,266213
0.775,0.759,-7.888,0.0345,0.198,0.62,0.159,0.572,145.012,3CmudSj18GOoeHpisyIOdt,305053
0.525,0.45,-11.528,0.0652,0.74,2.19e-05,0.269,0.654,99.439,2WCkVQcnzUUmrQ0ZOPRGVB,260371
